customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4523-WXCEF,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5747-PMBSQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
4021-RQSNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6621-YOBKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4094-NSEDU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6341-AEVKX,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6479-SZPLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6776-TLWOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0106-UGRDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4030-VPZBD,No,No phone service,DSL,No,No,No,Yes,No,No
3106-ULWFW,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1078-TDCRN,No,No phone service,DSL,No,Yes,No,No,No,No
7359-PTSXY,Yes,No,DSL,No,No,No,No,No,No
4315-MURBD,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No
6344-SFJVH,No,No phone service,DSL,No,No,No,No,No,No
7854-EDSSA,Yes,Yes,DSL,Yes,Yes,No,No,No,No
1809-DMJHQ,Yes,No,DSL,No,No,No,No,No,No
1535-VTJOQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9091-WTUUY,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
6559-PDZLR,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
9090-SGQXL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2525-GVKQU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2519-TWKFS,Yes,Yes,DSL,No,No,No,Yes,No,No
5044-XDPYX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4646-QZXTF,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5986-WWXDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1027-LKKQQ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
1194-HVAIF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9711-FJTBX,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
7416-CKTEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6591-QGOYB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5909-ECHUI,Yes,No,DSL,No,No,No,No,No,Yes
7601-GNDYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5924-IFQTT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2984-RGEYA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9374-YOLBJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0927-LCSMG,Yes,No,Fiber optic,No,No,Yes,No,No,No
8628-MFKAX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7938-OUHIO,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
7470-DYNOE,Yes,No,DSL,No,No,Yes,No,No,Yes
2240-HSJQD,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
2674-MIAHT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
8390-FESFV,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2273-QCKXA,Yes,No,DSL,No,No,No,Yes,No,No
0239-OXEXL,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
0228-MAUWC,Yes,Yes,DSL,No,No,Yes,Yes,No,No
9297-EONCV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9650-VBUOG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5569-IDSEY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3473-XIIIT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6425-YQLLO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
0094-OIFMO,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
7233-PAHHL,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5213-TWWJU,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
3751-KTZEL,No,No phone service,DSL,No,No,No,No,No,Yes
3831-YCPUO,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2892-GESUL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9732-OUYRN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2080-CAZNM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0515-YPMCW,Yes,No,Fiber optic,No,No,No,No,No,No
1989-PRJHP,Yes,Yes,Fiber optic,No,No,No,No,No,No
3675-EQOZA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2144-ESWKO,No,No phone service,DSL,Yes,No,Yes,No,No,No
9308-ANMVE,Yes,No,DSL,Yes,Yes,No,No,No,No
8885-QSQBX,Yes,No,DSL,Yes,No,No,No,No,No
9474-PHLYD,Yes,No,DSL,No,No,Yes,No,No,Yes
1077-HUUJM,Yes,No,Fiber optic,No,No,No,No,No,No
4881-GQJTW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3503-TYDAY,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
2683-BPJSO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
4163-NCJAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2229-VWQJH,Yes,No,DSL,No,No,Yes,No,No,No
5294-CDGWY,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
7781-EWARA,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
3566-VVORZ,Yes,No,DSL,No,No,No,No,No,No
7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8058-JMEQO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
9938-EKRGF,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0480-KYJVA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2495-TTHBQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7663-YJHSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7665-VIGUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6235-VDHOM,No,No phone service,DSL,No,Yes,No,No,No,No
7994-UYIVZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
6712-OAWRH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2077-DDHJK,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4697-LUPSU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3488-PGMQJ,Yes,No,Fiber optic,No,Yes,No,No,No,No
0030-FNXPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0952-KMEEH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7594-LZNWR,Yes,No,Fiber optic,No,No,No,No,No,No
0769-MURVM,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8706-HRADD,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
2873-ZLIWT,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
8208-EUMTE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
6933-FHBZC,Yes,No,DSL,No,Yes,Yes,No,No,No
5536-RTPWK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3764-MNMOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5442-XSDCW,Yes,No,Fiber optic,No,No,No,No,Yes,No
5766-FTRTS,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6961-MJKBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5510-BOIUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6917-YACBP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
6461-SZMCV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7632-YUTXB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8915-NNTRC,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9700-ZCLOT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4808-YNLEU,Yes,No,DSL,Yes,No,No,No,Yes,No
3324-OIRTO,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6583-KQJLK,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
6870-ECSHE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6985-HAYWX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4184-TJFAN,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
4039-PIMHX,Yes,No,DSL,No,Yes,No,No,No,No
0064-YIJGF,Yes,Yes,Fiber optic,No,No,No,No,No,No
1763-WQFUK,Yes,No,DSL,No,No,No,Yes,No,No
1094-BKOSX,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes
5370-IIVVL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1488-PBLJN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0516-UXRMT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
8510-TMWYB,Yes,Yes,DSL,No,Yes,Yes,No,No,No
6967-QIQRV,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
1349-WXNGG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1768-ZAIFU,No,No phone service,DSL,No,No,No,No,No,No
0336-KXKFK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
8080-POTJR,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
2190-BCXEC,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
6253-GNHWH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
2011-TRQYE,No,No phone service,DSL,No,Yes,Yes,No,No,No
4987-GQWPO,No,No phone service,DSL,No,No,No,No,No,No
4735-BJKOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2499-AJYUA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3936-QQFLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3251-YMVWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8879-XUAHX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2604-IJPDU,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No
4320-QMLLA,Yes,No,DSL,No,No,No,No,Yes,No
5609-IMCGG,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
1820-DJFPH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8859-AXJZP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3284-SVCRO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8739-XNIKG,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
6810-VCAEX,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
4396-KLSEH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9079-LWTFD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
9921-EZKBY,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
8404-VLQFB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0130-SXOUN,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
8780-IXSTS,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
3824-RHKVR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2359-KLTEK,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
1091-SOZGA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2155-AMQRX,Yes,Yes,DSL,No,No,No,Yes,No,No
3704-IEAXF,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes
7312-XSBAT,Yes,No,DSL,Yes,No,No,No,No,No
4010-YLMVT,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5915-ANOEI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
8679-LZBMD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2372-HWUHI,Yes,No,DSL,No,No,No,No,No,No
7162-WPHPM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
8822-KNBHV,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
0315-LVCRK,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
8263-QMNTJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0526-SXDJP,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
5201-USSQZ,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
4132-POCZS,No,No phone service,DSL,Yes,No,No,No,No,Yes
9257-AZMTZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5447-VYTKW,Yes,No,DSL,Yes,No,No,Yes,No,No
5960-WPXQM,Yes,No,Fiber optic,No,No,No,No,Yes,No
2826-UWHIS,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
7251-XFOIL,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
6923-JHPMP,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
1373-ORVIZ,Yes,Yes,DSL,No,No,No,Yes,No,Yes
8220-OCUFY,Yes,No,DSL,Yes,No,Yes,Yes,No,No
9488-HGMJH,Yes,No,Fiber optic,No,No,No,No,No,No
2446-BEGGB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5781-RFZRP,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
0973-KYVNF,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
3740-RLMVT,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5837-LXSDN,Yes,No,DSL,No,Yes,No,No,Yes,No
0404-AHASP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1934-MKPXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3049-SOLAY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
8914-RBTSB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1925-LFCZZ,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No
5863-OOKCL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8262-COGGB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3320-VEOYC,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1096-ADRUX,Yes,Yes,Fiber optic,No,No,No,No,No,No
5668-MEISB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
4801-JZAZL,No,No phone service,DSL,Yes,No,No,No,No,No
6578-KRMAW,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
8884-ADFVN,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6933-VLYFX,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
4825-XJGDM,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
1846-XWOQN,Yes,No,Fiber optic,No,No,No,No,No,No
8089-UZWLX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5940-AHUHD,Yes,No,Fiber optic,No,No,No,No,No,No
0432-CAJZV,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3249-ZPQRG,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
6726-WEXXK,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
2984-AFWNC,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
9122-UMROB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0238-WHBIQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2405-LBMUW,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
5153-LXKDT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3007-FDPEA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2791-SFVEW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6265-FRMTQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6680-WKXRZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
3174-RKMOW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0829-DDVLK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1415-YFWLT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
7599-FKVXZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5692-FPTAH,Yes,No,DSL,No,No,No,No,No,No
0020-INWCK,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3170-NMYVV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8807-OPMBM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3557-HTYWR,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
7552-KEYGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6061-PQHMK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6907-NZZIJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2252-ISRNH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
0481-SUMCB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4737-HOBAX,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3780-YVMFA,Yes,No,DSL,No,No,No,Yes,Yes,Yes
8908-NMQTX,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2955-BJZHG,Yes,No,Fiber optic,No,No,No,No,Yes,No
9776-CLUJA,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
9030-QGZNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0268-QKIWO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1555-HAPSU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6435-VWCCY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
1320-GVNHT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5275-PMFUT,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2988-QRAJY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7274-CGTOD,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
0442-ZXKVS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1407-DIGZV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9069-LGEUL,Yes,No,DSL,Yes,No,No,No,No,Yes
9046-DQMTP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6075-QMNRR,Yes,No,DSL,Yes,No,No,No,No,No
5091-HFAZW,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No
9135-HSWOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7365-BVCJH,No,No phone service,DSL,No,No,No,No,No,No
4450-MDZFX,Yes,Yes,Fiber optic,No,No,No,No,No,No
7384-GHBPI,No,No phone service,DSL,No,No,No,No,No,Yes
0392-BZIUW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3916-NRPAP,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
1744-JHKYS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2842-BCQGE,Yes,Yes,Fiber optic,No,No,No,No,No,No
7134-MJPDY,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5555-RNPGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0520-FDVVT,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0670-KDOMA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0655-YDGFJ,Yes,No,DSL,No,No,Yes,No,No,No
8329-GWVPJ,Yes,No,Fiber optic,No,No,No,No,No,No
8816-VXNZD,Yes,Yes,Fiber optic,No,No,No,No,No,No
0895-LMRSF,Yes,No,DSL,No,No,No,No,Yes,Yes
9283-LZQOH,Yes,Yes,Fiber optic,No,No,No,No,No,No
9577-WJVCQ,Yes,Yes,DSL,Yes,No,No,No,No,No
4452-ROHMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4682-BLBUC,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
9812-GHVRI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
7601-DHFWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0817-HSUSE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
4598-ZADCK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
7883-ROJOC,Yes,No,DSL,No,No,No,No,No,No
6145-NNPNO,Yes,No,DSL,No,No,No,No,No,No
9738-QLWTP,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
9154-QDGTH,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9430-FRQOC,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
7998-WNZEM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
2195-ZRVAX,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
9722-UJOJR,Yes,No,Fiber optic,No,No,No,No,No,No
8224-UAXBZ,No,No phone service,DSL,Yes,Yes,No,No,Yes,No
8614-VGMMV,Yes,Yes,DSL,No,No,No,No,No,No
2904-GGUAZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
6397-JNZZG,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
4598-XLKNJ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
8739-QOTTN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1635-FJFCC,Yes,No,DSL,No,No,No,No,No,No
1794-SWWKL,Yes,Yes,DSL,No,No,Yes,Yes,No,No
0486-LGCCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6509-TSGWN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4078-SAYYN,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7088-FBAWU,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
5268-DSMNQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1666-JZPZT,Yes,Yes,DSL,No,No,No,No,No,No
9621-OUPYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0608-JDVEC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9891-NQDBD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6169-PPETC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8873-TMKGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4832-VRBMR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2878-DHMIN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6582-PLFUU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3859-CVCET,Yes,No,DSL,No,No,No,No,No,No
2040-LDIWQ,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
3511-APPBJ,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
3865-QBWSJ,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5019-GQVCR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5197-YPYBZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4837-QUSFT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
0916-QOFDP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6331-EWIEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5181-OABFK,Yes,No,DSL,Yes,Yes,Yes,No,No,No
6743-HHQPF,No,No phone service,DSL,No,No,No,No,No,No
1391-UBDAR,Yes,No,Fiber optic,No,No,Yes,No,No,No
7314-OXENN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
1465-WCZVT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3428-XZMAZ,Yes,No,Fiber optic,No,No,No,No,No,No
1093-YSWCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1230-QAJDW,Yes,Yes,DSL,No,No,No,Yes,Yes,No
8605-ITULD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2181-TIDSV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1722-LDZJS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5298-GSTLM,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4274-DRSQT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
9473-CBZOP,Yes,Yes,DSL,Yes,No,Yes,No,No,No
6705-LXORM,Yes,No,Fiber optic,No,No,No,No,No,No
2778-OCLGR,No,No phone service,DSL,Yes,No,No,No,No,Yes
5906-CVLHP,Yes,No,DSL,No,Yes,No,Yes,No,No
6137-NICCO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
8348-JLBUG,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
1930-WNXSB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
6015-VVHHE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
7869-ZYDST,Yes,Yes,DSL,No,No,No,No,Yes,No
0939-YAPAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9294-TDIPC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6692-YQHXC,Yes,No,Fiber optic,No,No,No,No,No,No
8999-XXGNS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1150-FTQGN,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
6651-RLGGM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5684-FJVYR,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
