customerID,gender,SeniorCitizen,Partner,Dependents
5118-MUEYH,Female,0,Yes,No
3841-NFECX,Female,1,Yes,No
3494-JCHRQ,Male,0,No,No
5440-VHLUL,Male,0,No,No
3154-HMWUU,Male,0,Yes,No
0616-ATFGB,Male,1,Yes,No
2607-FBDFF,Male,0,No,No
3717-LNXKW,Male,0,Yes,No
1336-EZFZY,Female,0,No,No
7954-MLBUN,Male,0,No,No
6646-JPPHA,Female,1,No,No
0013-SMEOE,Female,1,Yes,No
9878-TNQGW,Male,0,No,No
9777-IQHWP,Male,0,Yes,Yes
0570-BFQHT,Female,0,No,No
5285-MVEHD,Female,0,Yes,No
9093-FPDLG,Female,0,No,No
2848-YXSMW,Male,0,Yes,Yes
2522-AHJXR,Male,0,Yes,No
9373-WSLOY,Male,1,Yes,No
4277-BWBML,Male,0,Yes,Yes
6156-UZDLF,Female,0,No,No
0378-TOVMS,Female,0,No,No
2436-QBZFP,Female,0,Yes,Yes
3402-XRIUO,Female,1,Yes,No
4929-BSTRX,Female,0,No,No
0285-INHLN,Male,0,Yes,Yes
4501-EQDRN,Female,0,No,No
2272-QAGFO,Female,1,No,No
5027-QPKTE,Male,0,Yes,No
5423-BHIXO,Female,0,No,No
1338-CECEE,Male,0,Yes,Yes
2718-GAXQD,Female,1,Yes,Yes
4521-WFJAI,Male,0,No,No
3336-JORSO,Female,1,No,No
5485-WUYWF,Male,1,No,No
8868-WOZGU,Male,0,No,No
7246-ZGQDF,Female,0,No,Yes
2967-MXRAV,Male,0,Yes,Yes
4512-ZUIYL,Female,0,No,No
8361-LTMKD,Male,1,Yes,No
2697-NQBPF,Male,0,No,No
6872-HXFNF,Female,0,Yes,No
1386-ZIKUV,Male,0,No,No
2330-PQGDQ,Male,0,Yes,Yes
1930-BZLHI,Male,0,No,No
2999-AANRQ,Female,0,No,No
5198-EFNBM,Male,1,Yes,No
8185-UPYBR,Male,0,Yes,No
5780-INQIK,Female,0,No,No
6791-YBNAK,Male,0,Yes,Yes
5931-FLJJF,Male,1,Yes,No
6131-FOYAS,Male,0,No,No
5985-TBABQ,Female,0,No,No
4998-IKFSE,Female,0,No,No
0980-FEXWF,Male,0,Yes,Yes
6075-SLNIL,Male,0,No,No
7279-BUYWN,Female,1,No,No
5337-IIWKZ,Male,0,Yes,Yes
3605-JISKB,Male,1,Yes,No
2267-WTPYD,Female,1,Yes,No
6797-UCJHZ,Female,1,Yes,No
2716-GFZOR,Male,0,Yes,No
5393-HJZSM,Female,0,Yes,Yes
8203-XJZRC,Male,0,No,No
7013-PSXHK,Female,0,No,No
5312-UXESG,Female,0,No,No
6741-EGCBI,Male,1,No,No
6204-IEUXJ,Female,0,No,No
6353-BRMMA,Female,0,Yes,Yes
2344-JMOGN,Male,0,Yes,No
2077-MPJQO,Male,1,Yes,No
8091-TTVAX,Male,0,Yes,No
6900-RBKER,Male,0,No,No
8319-QBEHW,Male,0,No,Yes
9860-LISIZ,Female,0,No,No
5206-XZZQI,Male,0,No,No
9529-OFXHY,Male,0,No,No
1725-MIMXW,Male,0,No,Yes
4324-AHJKS,Female,0,No,No
2133-TSRRM,Female,0,No,Yes
2809-ZMYOQ,Female,0,No,No
4032-RMHCI,Female,0,Yes,Yes
8409-WQJUX,Female,0,No,No
1536-YHDOE,Male,0,Yes,Yes
1140-UKVZG,Female,0,No,No
2987-BJXIK,Female,0,No,No
3653-NCRDJ,Male,0,Yes,Yes
9365-CSLBQ,Male,0,No,Yes
8263-JQAIK,Male,1,No,No
3452-SRFEG,Male,0,No,No
5985-BEHZK,Female,1,Yes,No
4993-JCRGJ,Male,0,No,No
1133-KXCGE,Female,0,No,No
6521-YYTYI,Male,0,No,Yes
6158-DWPZT,Male,0,Yes,No
2305-MRGLV,Male,0,Yes,No
7293-LSCDV,Female,0,Yes,Yes
2958-NHPPS,Male,0,No,No
2154-KVJFF,Female,0,No,No
2038-YSEZE,Female,0,No,No
2418-TPEUN,Female,0,Yes,Yes
1877-HKBQX,Female,0,No,No
1544-JJMYL,Male,0,No,No
5583-SXDAG,Male,0,Yes,No
6048-QBXKL,Female,1,No,No
8999-EXMNO,Female,0,Yes,Yes
6242-SGYTS,Male,0,Yes,Yes
4626-OZDTJ,Female,0,Yes,No
4024-CSNBY,Female,0,Yes,No
4112-LUEIZ,Male,0,No,No
6252-DFGTK,Female,0,Yes,No
4422-QVIJA,Female,0,No,Yes
7766-CLTIC,Female,0,No,No
1934-SJVJK,Male,0,No,No
5260-UMPWX,Female,0,Yes,Yes
4291-TPNFG,Male,0,Yes,No
4803-AXVYP,Female,1,No,No
9150-HEPMB,Male,0,No,No
8570-KLJYJ,Female,0,No,No
9054-FOWNV,Male,0,Yes,Yes
0960-HUWBM,Male,0,Yes,Yes
1134-YWTYF,Male,0,Yes,No
3002-WQZWT,Female,0,No,No
2660-EMUBI,Male,1,No,No
2786-GCDPI,Female,1,No,No
3914-FDRHP,Male,0,No,No
7619-ODSGN,Male,0,Yes,Yes
2043-WVTQJ,Male,0,Yes,No
0384-RVBPI,Male,0,No,No
5529-GIBVH,Female,0,No,No
7322-OCWHC,Male,1,Yes,No
8735-IJJEG,Male,0,Yes,No
8050-XGRVL,Female,0,Yes,Yes
4846-WHAFZ,Female,1,Yes,No
6907-CQGPN,Male,0,No,No
3970-XGJDU,Female,0,No,No
8631-WUXGY,Female,0,No,Yes
7218-HKQFK,Male,0,Yes,No
8625-AZYZY,Male,0,Yes,No
7740-BTPUX,Male,1,Yes,No
8869-LIHMK,Female,0,No,No
6624-JDRDS,Female,0,No,No
9248-OJYKK,Male,1,No,No
0513-RBGPE,Male,0,Yes,Yes
3836-FZSDJ,Male,1,Yes,No
1301-LOPVR,Male,0,Yes,Yes
7479-NITWS,Male,0,No,No
3312-UUMZW,Male,0,Yes,No
2985-JUUBZ,Male,0,Yes,Yes
5016-ETTFF,Male,0,No,No
1998-VHJHK,Female,0,No,No
1925-TIBLE,Female,0,Yes,No
0485-ZBSLN,Male,0,Yes,Yes
4817-QRJSX,Female,0,No,No
7299-GNVPL,Female,0,Yes,Yes
0945-TSONX,Female,0,Yes,Yes
6859-RKMZJ,Male,0,Yes,No
4177-JPDFU,Male,0,No,No
5196-SGOAK,Female,0,No,No
0103-CSITQ,Female,0,Yes,No
7206-PQBBZ,Male,1,Yes,No
7727-SHVZV,Female,0,No,No
2608-BHKFN,Female,0,No,No
4860-IJUDE,Male,0,No,No
9509-MPYOD,Female,0,No,No
3813-DHBBB,Male,0,Yes,No
8672-OAUPW,Male,0,No,Yes
9564-KCLHR,Male,0,No,No
8659-IOOPU,Female,0,Yes,Yes
3312-ZWLGF,Male,1,Yes,No
8267-ZNYVZ,Female,0,Yes,No
0305-SQECB,Female,0,No,Yes
7018-WBJNK,Male,0,No,Yes
8922-NPKBJ,Male,0,Yes,Yes
7421-ZLUPA,Female,0,No,No
9031-ZVQPT,Male,0,Yes,No
0178-SZBHO,Male,0,Yes,Yes
3370-GQEAL,Male,0,Yes,Yes
3584-WKTTW,Male,0,Yes,No
0848-ZGQIJ,Female,0,Yes,No
6116-RFVHN,Female,0,Yes,No
5229-PRWKT,Male,0,No,No
8237-ULIXL,Female,0,Yes,No
3915-ODIYG,Male,1,No,No
5914-XRFQB,Male,0,Yes,No
6476-EPYZR,Male,0,Yes,Yes
9227-YBAXE,Female,0,Yes,Yes
2171-UDMFD,Male,0,Yes,Yes
3351-NQLDI,Female,0,Yes,Yes
7838-LAZFO,Male,0,Yes,No
7131-ZQZNK,Female,0,Yes,Yes
9822-OAOVB,Female,0,No,No
5614-DNZCE,Female,0,No,No
7943-RQCHR,Female,0,No,No
9840-EFJQB,Female,0,No,No
7089-RKVSZ,Male,0,Yes,Yes
2962-XPMCQ,Male,0,No,No
9081-WWXKP,Female,0,Yes,Yes
2982-IHMFT,Female,1,No,No
3069-SSVSN,Female,0,No,No
2968-SSGAA,Female,0,No,No
3417-TSCIC,Male,0,No,No
5320-BRKGK,Female,0,Yes,Yes
1345-ZUKID,Male,0,No,No
0750-EKNGL,Male,0,No,No
5685-IIXLY,Female,0,Yes,Yes
0516-VRYBW,Female,0,No,Yes
1069-QJOEE,Male,0,Yes,Yes
2207-NHRJK,Male,0,No,No
0623-GDISB,Female,0,No,No
7570-WELNY,Female,0,Yes,No
6954-OOYZZ,Male,0,Yes,No
6496-JDSSB,Female,0,No,No
2616-FLVQC,Male,0,No,No
2865-TCHJW,Female,1,No,No
4671-VJLCL,Female,0,No,No
4525-VZCZG,Male,0,No,Yes
0536-ESJEP,Male,0,Yes,No
0270-THENM,Male,0,Yes,Yes
1636-NTNCO,Male,1,No,No
1227-UDMZR,Female,0,Yes,No
9000-PLFUZ,Female,1,Yes,No
6319-IEJWJ,Male,0,Yes,Yes
9112-WSNPU,Female,1,No,No
3097-NNSPB,Female,0,No,No
4559-UWIHT,Male,0,Yes,No
5240-IJOQT,Male,1,No,No
5642-MHDQT,Female,0,Yes,Yes
7926-IJOOU,Male,0,No,No
5567-GZKQY,Male,0,No,No
4256-ZWTZI,Female,0,No,Yes
0678-RLHVP,Female,0,No,No
6469-QJKZW,Female,0,Yes,No
6988-CJEYV,Male,0,No,No
3703-VAVCL,Male,0,Yes,Yes
3750-CKVKH,Male,0,No,No
6424-ELEYH,Female,0,Yes,No
4626-GYCZP,Male,0,No,No
2599-CZABP,Male,0,Yes,No
7780-OTDSO,Male,0,Yes,No
5022-KVDQT,Male,0,No,No
8232-CTLKO,Female,0,Yes,Yes
5129-HHMZC,Female,0,Yes,No
6993-YGFJV,Male,0,Yes,No
3144-KMTWZ,Male,0,Yes,No
5371-VYLSX,Female,1,No,No
4163-HFTUK,Male,0,No,No
7336-RLLRH,Male,0,Yes,No
1403-GYAFU,Male,0,Yes,Yes
4713-LZDRV,Female,1,No,No
1213-NGCUN,Female,0,No,No
4523-WXCEF,Female,0,Yes,No
5747-PMBSQ,Male,1,Yes,No
4021-RQSNY,Male,1,Yes,No
6621-YOBKI,Male,0,No,No
4094-NSEDU,Female,1,No,No
6341-AEVKX,Female,0,Yes,No
6479-SZPLM,Male,0,Yes,Yes
6776-TLWOI,Male,0,No,No
0106-UGRDO,Female,0,Yes,No
4030-VPZBD,Female,0,No,No
3106-ULWFW,Female,0,Yes,No
1078-TDCRN,Female,1,Yes,No
7359-PTSXY,Male,0,No,No
4315-MURBD,Female,0,No,No
4360-PNRQB,Male,0,No,No
7854-EDSSA,Male,0,No,No
1809-DMJHQ,Female,0,No,Yes
1535-VTJOQ,Female,0,No,No
9091-WTUUY,Male,0,Yes,Yes
6559-PDZLR,Male,0,No,No
9090-SGQXL,Male,1,Yes,No
2525-GVKQU,Female,0,No,No
4646-QZXTF,Female,0,Yes,No
5986-WWXDV,Male,0,No,Yes
1027-LKKQQ,Female,0,Yes,Yes
1194-HVAIF,Female,0,Yes,No
9711-FJTBX,Male,0,Yes,Yes
7416-CKTEP,Female,0,Yes,No
6591-QGOYB,Male,0,No,No
5909-ECHUI,Female,0,No,No
7601-GNDYK,Male,0,Yes,Yes
5924-IFQTT,Male,0,Yes,Yes
2984-RGEYA,Female,0,Yes,Yes
9374-YOLBJ,Female,0,Yes,Yes
0927-LCSMG,Male,0,No,No
8628-MFKAX,Female,1,Yes,No
7938-OUHIO,Male,0,No,No
7470-DYNOE,Male,0,No,No
2240-HSJQD,Male,0,No,Yes
2674-MIAHT,Female,0,No,No
8390-FESFV,Female,0,No,No
2273-QCKXA,Male,0,No,No
0239-OXEXL,Female,0,No,No
0228-MAUWC,Male,0,No,No
9297-EONCV,Female,0,No,No
9650-VBUOG,Male,0,Yes,Yes
5569-IDSEY,Male,0,Yes,No
6425-YQLLO,Female,1,Yes,No
7233-PAHHL,Male,0,Yes,Yes
5213-TWWJU,Male,0,No,No
3751-KTZEL,Female,0,No,No
3831-YCPUO,Female,0,Yes,Yes
2892-GESUL,Female,0,Yes,Yes
9732-OUYRN,Female,0,Yes,No
2080-CAZNM,Female,1,No,No
0515-YPMCW,Male,0,No,Yes
1989-PRJHP,Male,1,Yes,No
3675-EQOZA,Male,0,No,No
9308-ANMVE,Male,0,No,Yes
8885-QSQBX,Female,0,No,No
9474-PHLYD,Female,0,No,No
1077-HUUJM,Female,0,No,Yes
4881-GQJTW,Male,0,No,No
3503-TYDAY,Female,0,Yes,No
2683-BPJSO,Male,0,Yes,No
4163-NCJAK,Female,0,Yes,No
2229-VWQJH,Female,0,No,No
5294-CDGWY,Male,0,Yes,Yes
3566-VVORZ,Female,0,Yes,No
7526-IVLYU,Male,0,No,No
8058-JMEQO,Female,1,No,No
9938-EKRGF,Female,0,No,No
0480-KYJVA,Female,0,Yes,Yes
2495-TTHBQ,Female,0,No,Yes
7663-YJHSN,Female,0,Yes,No
7665-VIGUD,Male,0,No,No
6235-VDHOM,Female,1,No,No
7994-UYIVZ,Male,0,Yes,No
6712-OAWRH,Female,1,No,No
2077-DDHJK,Female,0,Yes,No
4697-LUPSU,Male,0,Yes,Yes
3488-PGMQJ,Male,1,No,No
0030-FNXPP,Female,0,No,No
0952-KMEEH,Male,0,No,No
7594-LZNWR,Male,1,No,No
0769-MURVM,Female,0,Yes,Yes
8706-HRADD,Male,0,No,No
2873-ZLIWT,Female,0,Yes,Yes
8208-EUMTE,Male,0,No,No
6933-FHBZC,Female,0,No,No
5536-RTPWK,Male,0,Yes,No
3764-MNMOI,Male,0,No,No
5442-XSDCW,Male,0,Yes,Yes
5766-FTRTS,Male,0,Yes,No
6961-MJKBO,Male,0,No,No
5510-BOIUJ,Male,0,No,Yes
6917-YACBP,Female,1,No,No
6461-SZMCV,Female,0,Yes,No
7632-YUTXB,Female,0,Yes,Yes
8915-NNTRC,Male,0,Yes,Yes
9700-ZCLOT,Male,0,No,No
4808-YNLEU,Female,0,Yes,No
3324-OIRTO,Male,0,Yes,Yes
6583-KQJLK,Female,1,Yes,No
6870-ECSHE,Female,0,No,No
6985-HAYWX,Female,0,Yes,No
4184-TJFAN,Female,1,Yes,Yes
4039-PIMHX,Male,1,Yes,No
0064-YIJGF,Male,0,Yes,Yes
1763-WQFUK,Male,0,No,No
1094-BKOSX,Female,0,Yes,Yes
5370-IIVVL,Male,0,No,No
1488-PBLJN,Female,0,Yes,Yes
0516-UXRMT,Female,0,No,No
8510-TMWYB,Female,0,Yes,Yes
6967-QIQRV,Male,0,Yes,Yes
1349-WXNGG,Male,0,No,No
1768-ZAIFU,Female,1,No,No
0336-KXKFK,Male,0,No,No
8080-POTJR,Female,0,No,No
2190-BCXEC,Female,0,Yes,No
6253-GNHWH,Female,0,Yes,Yes
2011-TRQYE,Male,0,No,No
4987-GQWPO,Male,0,No,No
4735-BJKOU,Female,0,No,No
2499-AJYUA,Female,1,Yes,No
3936-QQFLL,Male,0,No,No
3251-YMVWZ,Male,0,No,No
2604-IJPDU,Female,0,Yes,No
4320-QMLLA,Male,0,No,No
5609-IMCGG,Female,0,No,No
1820-DJFPH,Female,0,Yes,Yes
8859-AXJZP,Male,0,Yes,Yes
3284-SVCRO,Female,0,Yes,No
8739-XNIKG,Female,0,No,No
6810-VCAEX,Female,0,No,No
4396-KLSEH,Male,0,No,No
9079-LWTFD,Male,0,No,No
9921-EZKBY,Male,0,No,Yes
8404-VLQFB,Female,0,Yes,Yes
0130-SXOUN,Male,0,No,No
8780-IXSTS,Female,0,No,No
2359-KLTEK,Female,0,Yes,Yes
1091-SOZGA,Female,0,Yes,Yes
2155-AMQRX,Female,0,No,No
3704-IEAXF,Female,0,Yes,Yes
7312-XSBAT,Male,0,No,No
4010-YLMVT,Female,0,No,No
5915-ANOEI,Male,0,Yes,No
2372-HWUHI,Male,0,No,No
7162-WPHPM,Male,0,Yes,Yes
8822-KNBHV,Female,0,No,No
0315-LVCRK,Male,0,No,No
8263-QMNTJ,Male,0,Yes,No
0526-SXDJP,Male,0,Yes,No
5201-USSQZ,Female,0,Yes,No
4132-POCZS,Male,0,Yes,No
9257-AZMTZ,Female,0,Yes,Yes
5447-VYTKW,Male,0,No,No
5960-WPXQM,Male,0,No,No
2826-UWHIS,Male,0,Yes,No
7251-XFOIL,Female,0,No,No
6923-JHPMP,Female,0,No,No
1373-ORVIZ,Female,0,Yes,Yes
8220-OCUFY,Female,0,No,No
9488-HGMJH,Female,1,No,No
2446-BEGGB,Female,1,No,No
5781-RFZRP,Male,0,Yes,No
0973-KYVNF,Female,0,Yes,Yes
3740-RLMVT,Male,1,Yes,No
5837-LXSDN,Female,0,Yes,Yes
0404-AHASP,Male,0,Yes,No
1934-MKPXS,Male,0,Yes,Yes
3049-SOLAY,Female,0,Yes,No
8914-RBTSB,Male,0,Yes,No
1925-LFCZZ,Male,1,No,No
8372-JUXUI,Male,0,No,Yes
5863-OOKCL,Female,0,No,No
8262-COGGB,Male,0,No,No
3320-VEOYC,Male,1,No,No
1096-ADRUX,Female,0,Yes,Yes
5668-MEISB,Female,0,Yes,Yes
4801-JZAZL,Female,0,Yes,Yes
6578-KRMAW,Male,0,No,No
8884-ADFVN,Male,1,Yes,No
6933-VLYFX,Male,0,Yes,Yes
1846-XWOQN,Female,1,No,No
8089-UZWLX,Female,1,No,No
5940-AHUHD,Male,0,No,No
0432-CAJZV,Male,0,No,No
6726-WEXXK,Male,1,Yes,No
2984-AFWNC,Female,0,No,No
9122-UMROB,Male,0,No,No
0238-WHBIQ,Male,0,Yes,Yes
2405-LBMUW,Female,0,Yes,Yes
5153-LXKDT,Male,0,Yes,Yes
2791-SFVEW,Female,0,No,No
6265-FRMTQ,Male,0,No,No
6680-WKXRZ,Female,0,No,No
3174-RKMOW,Male,0,Yes,Yes
0829-DDVLK,Female,0,No,No
1415-YFWLT,Female,1,No,No
7599-FKVXZ,Male,0,Yes,No
5692-FPTAH,Female,0,No,No
0020-INWCK,Female,0,Yes,Yes
3170-NMYVV,Female,0,Yes,Yes
8807-OPMBM,Female,0,Yes,Yes
3557-HTYWR,Female,0,No,No
6061-PQHMK,Female,0,No,No
6907-NZZIJ,Female,0,No,No
2252-ISRNH,Male,0,Yes,Yes
0481-SUMCB,Female,1,No,No
4737-HOBAX,Male,0,Yes,No
3780-YVMFA,Female,0,Yes,Yes
8908-NMQTX,Male,0,No,No
2955-BJZHG,Male,0,Yes,Yes
9030-QGZNL,Female,0,No,No
0268-QKIWO,Female,0,No,No
1555-HAPSU,Female,0,Yes,Yes
6435-VWCCY,Male,1,Yes,No
1320-GVNHT,Male,0,Yes,Yes
5275-PMFUT,Male,0,Yes,Yes
2988-QRAJY,Male,0,No,No
0442-ZXKVS,Female,1,Yes,No
1407-DIGZV,Female,0,Yes,Yes
9069-LGEUL,Male,0,Yes,No
9046-DQMTP,Male,0,No,No
6075-QMNRR,Female,0,No,No
5091-HFAZW,Female,0,No,No
9135-HSWOC,Male,0,Yes,Yes
7365-BVCJH,Male,0,No,No
4450-MDZFX,Male,0,Yes,Yes
7384-GHBPI,Male,0,Yes,No
0392-BZIUW,Female,0,Yes,No
3916-NRPAP,Male,0,No,No
1744-JHKYS,Female,0,Yes,No
2842-BCQGE,Male,0,No,No
7134-MJPDY,Female,1,No,No
5555-RNPGT,Male,0,No,Yes
0520-FDVVT,Male,0,No,No
0670-KDOMA,Female,0,No,No
0655-YDGFJ,Male,0,No,No
8329-GWVPJ,Female,0,Yes,Yes
8816-VXNZD,Female,0,No,No
0895-LMRSF,Male,0,No,No
9283-LZQOH,Male,0,Yes,Yes
9577-WJVCQ,Female,0,No,No
4452-ROHMO,Female,0,No,No
4682-BLBUC,Male,0,Yes,No
9812-GHVRI,Female,0,No,No
7601-DHFWZ,Female,0,No,No
0817-HSUSE,Male,0,No,No
4598-ZADCK,Female,0,No,No
6145-NNPNO,Female,0,No,No
9738-QLWTP,Male,0,No,No
9154-QDGTH,Male,0,Yes,Yes
9430-FRQOC,Female,0,No,Yes
2195-ZRVAX,Female,0,Yes,No
9722-UJOJR,Male,0,Yes,Yes
8224-UAXBZ,Female,0,Yes,No
8614-VGMMV,Female,0,No,No
6397-JNZZG,Female,1,Yes,No
4598-XLKNJ,Female,1,Yes,No
8739-QOTTN,Female,0,Yes,No
1635-FJFCC,Female,0,No,No
1794-SWWKL,Male,0,Yes,Yes
0486-LGCCH,Male,0,Yes,Yes
6509-TSGWN,Female,0,Yes,Yes
4078-SAYYN,Female,0,No,No
7088-FBAWU,Female,0,Yes,Yes
5268-DSMNQ,Female,1,Yes,No
1666-JZPZT,Male,0,No,No
9621-OUPYD,Female,0,Yes,No
0608-JDVEC,Male,0,Yes,No
0979-PHULV,Male,0,Yes,Yes
9891-NQDBD,Female,0,Yes,No
6169-PPETC,Male,0,Yes,Yes
4832-VRBMR,Male,1,Yes,No
2878-DHMIN,Male,0,Yes,Yes
6582-PLFUU,Male,0,Yes,Yes
3859-CVCET,Female,0,No,No
2040-LDIWQ,Male,0,Yes,Yes
3511-APPBJ,Male,0,No,No
3865-QBWSJ,Male,1,No,Yes
5019-GQVCR,Male,1,No,No
5197-YPYBZ,Female,0,Yes,Yes
4837-QUSFT,Female,0,Yes,No
0916-QOFDP,Female,1,Yes,Yes
6331-EWIEB,Male,0,No,No
5181-OABFK,Female,0,Yes,Yes
6743-HHQPF,Male,0,Yes,No
1391-UBDAR,Male,0,No,No
1465-WCZVT,Female,0,Yes,Yes
3428-XZMAZ,Male,0,No,No
1093-YSWCA,Male,0,No,No
1230-QAJDW,Male,0,No,No
8605-ITULD,Female,0,No,No
2181-TIDSV,Male,0,Yes,Yes
1722-LDZJS,Male,0,Yes,Yes
5298-GSTLM,Female,1,No,No
4274-DRSQT,Female,0,No,No
9473-CBZOP,Female,0,No,No
6705-LXORM,Female,1,Yes,No
2778-OCLGR,Male,1,Yes,No
5906-CVLHP,Female,0,Yes,Yes
6137-NICCO,Female,0,Yes,Yes
8348-JLBUG,Male,1,Yes,No
6015-VVHHE,Female,1,No,No
7869-ZYDST,Male,0,Yes,No
0939-YAPAF,Female,0,No,No
9294-TDIPC,Male,0,No,Yes
6692-YQHXC,Male,0,No,No
8999-XXGNS,Female,1,Yes,No
1150-FTQGN,Female,0,Yes,Yes
6651-RLGGM,Male,0,Yes,Yes
5684-FJVYR,Female,0,Yes,Yes
9447-YPTBX,Female,0,Yes,No
2740-JFBOK,Male,0,No,No
6108-OQZDQ,Female,0,Yes,Yes
0722-TROQR,Female,1,No,No
2504-DSHIH,Male,1,Yes,No
6229-LSCKB,Male,1,No,No
9169-BSVIN,Male,0,No,No
9512-PHSMG,Female,0,Yes,No
1319-YLZJG,Male,0,Yes,No
0628-CNQRM,Male,0,Yes,Yes
2452-SNHFZ,Female,0,No,No
7079-QRCBC,Female,0,No,No
0866-QLSIR,Female,0,No,No
6549-YMFAW,Male,1,Yes,No
0618-XWMSS,Male,0,No,Yes
2954-PIBKO,Female,0,Yes,Yes
4450-YOOHP,Female,0,No,No
1258-YMZNM,Female,1,No,No
7298-IZWLY,Female,0,No,No
8079-XRJRS,Male,0,Yes,No
3482-ABPKK,Female,0,No,No
7613-LLQFO,Male,0,No,No
0390-DCFDQ,Female,1,Yes,No
2640-PMGFL,Male,0,No,Yes
7008-LZVOZ,Male,0,Yes,Yes
7921-BEPCI,Female,0,No,No
2205-LPVGL,Male,1,Yes,Yes
3811-VBYBZ,Male,0,No,No
2979-SXESE,Female,0,Yes,Yes
1299-AURJA,Female,0,Yes,Yes
9244-ZVAPM,Male,0,No,No
8592-PLTMQ,Female,0,No,No
3537-HPKQT,Female,0,Yes,No
0549-CYCQN,Male,1,No,No
4548-SDBKE,Female,0,No,No
7056-IMHCC,Male,1,Yes,No
9625-RZFUK,Male,0,Yes,Yes
2346-CZYIL,Male,0,No,No
5760-WRAHC,Female,1,No,No
4369-HTUIF,Male,1,No,No
5898-IGSLP,Male,0,Yes,Yes
2250-IVBWA,Male,0,Yes,Yes
5324-KTGCG,Male,0,Yes,No
8819-WFGGJ,Male,0,Yes,No
9108-EJFJP,Female,0,Yes,No
7426-GSWPO,Male,1,No,No
3234-VKACU,Male,0,No,No
5522-JBWMO,Male,0,No,Yes
5067-DGXLL,Male,0,No,No
3398-GCPMU,Female,1,Yes,Yes
3736-BLEPA,Male,0,No,No
2696-ECXKC,Female,0,Yes,Yes
2296-DKZFP,Female,0,Yes,No
9971-ZWPBF,Male,1,Yes,Yes
2634-HCZGT,Male,1,Yes,No
2189-WWOEW,Female,0,No,Yes
5702-KVQRD,Male,0,Yes,No
4343-EJVQB,Male,0,No,No
3022-BEXHZ,Male,0,Yes,Yes
2279-AXJJK,Male,0,Yes,No
8213-TAZPM,Female,0,Yes,Yes
6778-EICRF,Male,0,Yes,Yes
2272-UOINI,Female,0,No,No
7452-FOLON,Male,0,No,Yes
1215-EXRMO,Male,0,Yes,No
9571-EDEBV,Male,0,Yes,No
0854-UYHZD,Female,0,Yes,Yes
0082-OQIQY,Male,0,No,No
0822-QGCXA,Female,1,Yes,No
5306-BVTKJ,Male,0,Yes,Yes
8097-OMULG,Male,0,Yes,Yes
1421-HCERK,Male,1,Yes,No
5918-VUKWP,Female,0,No,No
3318-NMQXL,Male,0,No,No
6921-OZMFH,Male,0,Yes,Yes
9415-ZNBSX,Female,0,Yes,Yes
5542-TBBWB,Male,0,No,No
7401-JIXNM,Female,0,Yes,Yes
1452-UZOSF,Male,0,Yes,Yes
0531-XBKMM,Male,0,No,Yes
5154-VEKBL,Female,0,No,No
2516-XSJKX,Female,0,Yes,Yes
4782-OSFXZ,Female,1,Yes,No
9351-HXDMR,Male,0,Yes,No
8309-PPCED,Female,0,Yes,No
8802-UNOJF,Male,1,No,No
7753-USQYQ,Male,0,No,No
4822-LPTYJ,Male,0,Yes,No
3761-FLYZI,Female,1,Yes,No
4636-QRJKY,Female,0,Yes,Yes
3376-BMGFE,Female,0,No,No
5445-PZWGX,Male,0,No,No
6857-TKDJV,Male,0,Yes,Yes
1567-DSCIC,Male,0,No,No
8544-JNBOX,Male,0,No,No
5386-THSLQ,Female,1,Yes,No
6331-LWDTQ,Male,0,No,No
9360-AHGNL,Female,1,Yes,No
2150-UWTFY,Female,0,Yes,Yes
1508-DFXCU,Male,0,No,No
6143-JQKEA,Male,0,No,No
7801-CEDNV,Male,0,Yes,No
2717-HVIZY,Female,0,No,Yes
0064-SUDOG,Female,0,Yes,Yes
6164-HAQTX,Male,0,No,No
1228-FZFRV,Male,0,Yes,Yes
1679-JRFBR,Female,0,Yes,Yes
1919-RTPQD,Male,0,Yes,Yes
7641-EUYET,Male,1,Yes,Yes
2720-FVBQP,Female,0,Yes,Yes
8035-PWSEV,Female,0,No,No
3547-LQRIK,Female,0,Yes,No
0376-OIWME,Male,0,Yes,No
0325-XBFAC,Male,0,No,No
2292-XQWSV,Male,0,Yes,Yes
2252-JHJGE,Male,0,No,No
6383-ZTSIW,Female,1,Yes,No
4365-MSDYN,Male,0,Yes,No
1455-ESIQH,Male,0,No,No
4664-NJCMS,Female,0,Yes,No
4911-BANWH,Female,0,No,Yes
7394-FKDNK,Female,0,Yes,No
8285-ABVLB,Female,0,Yes,No
4644-OBGFZ,Male,0,Yes,Yes
8410-BGQXN,Male,0,No,No
4091-TVOCN,Male,0,No,Yes
7157-SMCFK,Male,0,No,Yes
9799-CAYJJ,Female,1,Yes,No
3683-QKIUE,Female,0,No,No
3538-WZPHD,Male,0,No,No
8205-OTCHB,Male,0,No,No
7674-YTAFD,Female,0,No,No
1571-SAVHK,Male,0,No,No
1779-PWPMG,Female,1,Yes,No
3969-JQABI,Female,0,Yes,No
3313-QKNKB,Male,0,Yes,No
9086-YJYXS,Male,0,Yes,Yes
1248-DYXUB,Male,0,Yes,Yes
0621-TWIEM,Male,0,No,No
3424-NMNBO,Male,1,Yes,No
7209-JCUDS,Male,0,No,No
7952-OBOYL,Male,0,No,No
7876-DNYAP,Female,0,Yes,Yes
